confidence,date,exit_bars,outcome,r_multiple,regime,sector,setup,symbol
73.0,2025-07-23,4,STOP_HIT,-1.043,BULLISH,UNKNOWN,MOMENTUM,APTUS.NS
84.1,2025-07-24,2,STOP_HIT,-1.039,BULLISH,UNKNOWN,BREAKOUT,APTUS.NS
80.6,2025-08-04,4,STOP_HIT,-1.044,BULLISH,UNKNOWN,MOMENTUM,APTUS.NS
82.5,2025-08-05,3,STOP_HIT,-1.091,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,APTUS.NS
76.7,2025-08-06,2,STOP_HIT,-1.066,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,APTUS.NS
83.2,2025-08-14,6,STOP_HIT,-1.035,BULLISH,UNKNOWN,BREAKOUT,APTUS.NS
78.7,2025-08-18,5,STOP_HIT,-1.032,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,APTUS.NS
71.3,2025-09-10,2,STOP_HIT,-1.074,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,APTUS.NS
76.3,2026-05-07,9,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,APTUS.NS
71.2,2025-05-12,20,TIME_EXIT,-0.757,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,APTECHT.NS
75.1,2026-04-23,13,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,APTECHT.NS
73.6,2024-10-07,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
73.6,2024-10-08,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
73.6,2024-10-23,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
71.4,2024-10-24,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
73.6,2024-11-11,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
73.6,2024-11-28,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
70.5,2024-12-02,2,T1_HIT,0.327,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
71.0,2025-06-20,1,T1_HIT,0.349,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
74.2,2025-06-27,1,T1_HIT,0.28,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
77.1,2025-07-07,1,T1_HIT,0.423,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
77.6,2025-07-08,1,T1_HIT,0.429,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
80.0,2025-07-09,1,T1_HIT,0.437,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
79.9,2025-07-10,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
82.6,2025-07-11,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
70.1,2025-07-14,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
86.9,2025-08-19,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
86.5,2025-08-20,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
82.7,2025-08-21,2,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
79.4,2025-09-01,2,STOP_HIT,-1.043,BULLISH,UNKNOWN,OTHER,AQYLON.NS
89.7,2025-11-19,2,T1_HIT,0.722,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
89.6,2025-11-20,2,T1_HIT,0.635,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
80.2,2025-11-21,1,T1_HIT,0.604,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
89.4,2025-11-24,1,T1_HIT,0.547,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
89.6,2025-11-25,1,T1_HIT,0.494,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
79.8,2025-11-26,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
71.0,2025-11-27,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
83.1,2025-11-28,6,T1_HIT,0.516,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
74.4,2025-12-01,5,T1_HIT,0.527,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
76.9,2025-12-08,2,T1_HIT,0.66,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
90.9,2025-12-09,2,T1_HIT,0.664,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
80.5,2025-12-10,2,T1_HIT,0.693,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
82.2,2025-12-11,2,T1_HIT,0.725,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
80.6,2025-12-12,13,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
80.0,2025-12-15,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AQYLON.NS
76.3,2025-12-16,5,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
71.8,2025-12-17,10,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
74.6,2025-12-18,9,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AQYLON.NS
77.3,2025-09-22,2,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIS.NS
76.3,2026-04-29,7,T1_HIT,0.952,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIS.NS
74.1,2026-05-07,2,T1_HIT,1.065,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIS.NS
75.4,2026-05-08,5,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIS.NS
70.2,2024-12-30,10,STOP_HIT,-1.027,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARKADE.NS
72.0,2025-01-03,5,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
77.4,2025-04-17,12,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
76.6,2025-04-21,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
73.7,2025-05-28,8,T1_HIT,0.932,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
74.5,2025-05-29,7,T1_HIT,0.921,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
76.3,2025-06-06,20,TIME_EXIT,-0.169,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
71.7,2025-07-07,18,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARKADE.NS
71.2,2025-07-16,8,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,ARKADE.NS
85.6,2025-07-18,6,STOP_HIT,-1.037,BULLISH,UNKNOWN,MOMENTUM,ARKADE.NS
73.7,2025-07-22,3,STOP_HIT,-1.035,BULLISH,UNKNOWN,MOMENTUM,ARKADE.NS
70.2,2025-06-11,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
76.5,2025-06-25,5,T1_HIT,0.668,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
76.2,2025-07-02,4,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
90.5,2025-07-22,9,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
90.5,2025-07-23,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
77.3,2025-07-24,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
74.6,2025-07-25,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
75.4,2025-07-28,16,T1_HIT,1.076,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
82.7,2025-08-18,2,T1_HIT,1.64,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
90.9,2025-08-20,20,TIME_EXIT,-0.075,BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
75.6,2025-08-21,13,T1_HIT,1.004,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
90.3,2025-08-22,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
73.9,2025-08-25,20,TIME_EXIT,-0.236,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
78.1,2025-08-26,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
71.8,2025-08-29,20,TIME_EXIT,0.105,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
82.2,2025-09-09,11,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
89.2,2025-09-10,10,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARIHANTCAP.NS
74.0,2025-09-11,9,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
75.2,2025-09-12,8,STOP_HIT,-1.025,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
76.7,2025-09-15,7,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
74.9,2025-09-25,13,STOP_HIT,-1.042,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ARIHANTCAP.NS
75.9,2025-09-26,12,STOP_HIT,-1.045,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
71.3,2025-09-29,11,STOP_HIT,-1.049,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ARIHANTCAP.NS
85.2,2025-10-01,8,STOP_HIT,-1.03,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
80.8,2025-10-03,7,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
77.4,2025-10-06,3,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
76.8,2025-10-07,2,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
76.0,2025-10-08,1,STOP_HIT,-1.031,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
77.7,2025-10-23,1,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ARIHANTCAP.NS
76.1,2024-11-05,1,T1_HIT,0.918,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
75.6,2024-11-06,1,T1_HIT,0.832,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
74.8,2024-11-07,2,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
70.1,2025-06-03,5,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
76.1,2025-07-21,1,T1_HIT,0.375,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
74.1,2025-07-22,2,T1_HIT,0.311,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
75.2,2025-07-24,1,T1_HIT,0.29,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
75.0,2025-07-25,3,T1_HIT,0.281,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
75.3,2025-07-30,4,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
87.5,2025-08-12,1,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,ARROWGREEN.NS
76.7,2026-05-11,1,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARROWGREEN.NS
75.8,2025-04-21,9,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
71.2,2025-06-09,5,T1_HIT,1.063,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
77.8,2025-06-10,9,T1_HIT,1.025,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
78.4,2025-06-13,20,TIME_EXIT,-0.186,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
84.0,2025-06-16,20,TIME_EXIT,-0.693,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
76.0,2025-06-17,20,TIME_EXIT,-0.528,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
71.7,2025-06-19,20,TIME_EXIT,-0.894,BULLISH,UNKNOWN,OTHER,ARMANFIN.NS
75.1,2025-06-23,15,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
74.9,2025-06-24,18,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
77.2,2025-06-25,13,STOP_HIT,-1.029,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.2,2025-06-26,12,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
75.4,2025-07-04,4,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
75.1,2025-07-07,3,STOP_HIT,-1.03,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.8,2025-10-10,20,TIME_EXIT,0.015,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
70.2,2025-10-13,20,TIME_EXIT,-0.254,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
79.5,2025-10-23,20,TIME_EXIT,0.18,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
89.2,2025-10-27,20,TIME_EXIT,-0.542,BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
87.3,2025-11-14,11,STOP_HIT,-1.025,BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
84.5,2025-11-17,8,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
76.2,2025-11-18,5,STOP_HIT,-1.031,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.3,2025-11-19,4,STOP_HIT,-1.035,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.5,2025-11-20,3,STOP_HIT,-1.046,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.0,2026-02-09,5,T1_HIT,2.595,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ARMANFIN.NS
71.4,2026-02-10,4,T1_HIT,1.928,BULLISH,UNKNOWN,OTHER,ARMANFIN.NS
72.0,2026-02-11,3,T1_HIT,2.156,BULLISH,UNKNOWN,OTHER,ARMANFIN.NS
83.2,2026-02-12,2,T1_HIT,1.675,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
93.8,2026-02-13,10,STOP_HIT,-1.028,BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
92.6,2026-02-16,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
79.9,2026-02-17,4,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
86.1,2026-02-18,3,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
77.3,2026-02-19,2,STOP_HIT,-1.035,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
75.5,2026-05-05,2,T1_HIT,1.209,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
75.8,2026-05-06,10,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
75.9,2026-05-08,16,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
91.3,2026-05-11,5,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ARMANFIN.NS
80.9,2026-05-12,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
71.0,2026-05-14,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
80.5,2026-05-26,4,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
80.8,2026-05-27,3,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
72.4,2026-05-28,1,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ARMANFIN.NS
76.2,2024-11-21,20,T1_HIT,1.09,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
70.8,2024-11-22,5,T1_HIT,1.126,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
75.4,2025-10-30,8,T1_HIT,1.101,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
75.8,2025-11-12,4,T1_HIT,0.791,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
70.6,2025-11-24,5,T1_HIT,0.767,BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
70.3,2025-11-28,4,STOP_HIT,-1.031,BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
71.4,2025-12-11,8,STOP_HIT,-1.063,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
72.1,2025-12-16,5,STOP_HIT,-1.035,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
74.3,2026-01-02,2,STOP_HIT,-1.084,BULLISH,UNKNOWN,OTHER,ARTEMISMED.NS
72.1,2026-05-04,3,T1_HIT,0.959,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
70.4,2026-05-06,3,T1_HIT,0.901,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
75.4,2026-05-11,19,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARTEMISMED.NS
82.2,2026-05-25,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
76.8,2026-05-26,4,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ARTEMISMED.NS
70.4,2024-12-06,3,T1_HIT,1.13,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
76.6,2024-12-10,5,T1_HIT,0.869,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
76.2,2024-12-11,12,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
74.6,2024-12-17,3,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
71.4,2025-01-07,2,STOP_HIT,-1.028,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
70.1,2025-04-22,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
70.9,2025-05-08,12,STOP_HIT,-1.027,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
73.8,2025-05-16,6,STOP_HIT,-1.048,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
72.3,2025-11-13,18,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
75.3,2025-11-19,12,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
84.7,2026-02-13,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
70.7,2026-02-17,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
75.1,2026-02-18,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
79.3,2026-04-02,4,T1_HIT,1.259,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
86.8,2026-04-06,6,T1_HIT,1.006,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
82.3,2026-04-07,18,T1_HIT,1.069,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
83.1,2026-04-08,17,T1_HIT,0.944,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
75.4,2026-04-09,16,T1_HIT,0.934,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
73.1,2026-04-10,18,T1_HIT,0.911,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
70.7,2026-04-13,14,T1_HIT,1.095,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
79.6,2026-04-15,13,T1_HIT,1.008,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
70.8,2026-04-17,11,T1_HIT,1.253,BULLISH,UNKNOWN,OTHER,ARVIND.NS
72.2,2026-04-30,5,T1_HIT,1.301,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
71.0,2026-05-01,4,T1_HIT,1.341,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
79.0,2026-05-04,3,T1_HIT,1.456,BULLISH,UNKNOWN,OTHER,ARVIND.NS
90.7,2026-05-07,7,T1_HIT,0.813,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
81.5,2026-05-08,6,T1_HIT,0.833,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
79.7,2026-05-11,5,T1_HIT,0.789,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
78.6,2026-05-12,4,T1_HIT,0.761,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
74.3,2026-05-13,3,T1_HIT,0.73,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
76.3,2026-05-15,1,T1_HIT,0.621,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
91.8,2026-05-18,2,T1_HIT,0.596,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
81.7,2026-05-19,12,T1_HIT,0.585,BULLISH,UNKNOWN,BREAKOUT,ARVIND.NS
74.9,2026-05-20,11,T1_HIT,0.603,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
74.4,2026-05-21,10,T1_HIT,0.568,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
74.0,2026-05-22,9,T1_HIT,0.619,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
78.1,2026-06-04,14,T1_HIT,0.962,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
75.1,2026-06-05,13,T1_HIT,1.278,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
71.5,2026-06-08,12,T1_HIT,1.426,BULLISH,UNKNOWN,MOMENTUM,ARVIND.NS
76.2,2024-10-30,19,T1_HIT,1.345,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVSMART.NS
72.5,2024-11-28,11,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVSMART.NS
71.1,2026-05-21,6,STOP_HIT,-1.055,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVSMART.NS
75.8,2025-05-15,20,TIME_EXIT,0.11,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
73.3,2025-06-12,20,TIME_EXIT,-0.43,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
70.5,2025-06-16,14,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
70.9,2025-07-23,4,T1_HIT,1.15,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
75.8,2025-07-29,12,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
84.2,2025-07-30,10,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
75.7,2025-07-31,5,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
73.3,2025-08-01,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
73.9,2025-08-04,8,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
71.1,2025-08-22,12,T1_HIT,2.168,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
74.7,2025-08-25,16,T1_HIT,1.379,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
74.1,2025-09-05,15,STOP_HIT,-1.035,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
78.5,2025-09-08,14,STOP_HIT,-1.03,BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
82.4,2025-09-09,13,STOP_HIT,-1.031,BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
84.5,2025-09-10,12,STOP_HIT,-1.03,BULLISH,UNKNOWN,BREAKOUT,ARVINDFASN.NS
78.4,2025-09-11,11,STOP_HIT,-1.038,BULLISH,UNKNOWN,OTHER,ARVINDFASN.NS
79.5,2025-09-12,10,STOP_HIT,-1.038,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
71.9,2025-09-15,9,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
73.2,2025-09-16,8,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
75.3,2025-09-17,6,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
71.9,2025-09-18,5,STOP_HIT,-1.037,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
71.6,2025-09-19,4,STOP_HIT,-1.04,BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
72.0,2025-11-04,2,STOP_HIT,-1.029,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ARVINDFASN.NS
75.5,2024-12-10,17,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ASAHIINDIA.NS
76.1,2025-04-22,15,T1_HIT,0.706,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ASAHIINDIA.NS
71.1,2025-05-13,20,TIME_EXIT,-0.213,BULLISH,UNKNOWN,MOMENTUM,ASAHIINDIA.NS
77.7,2025-05-14,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ASAHIINDIA.NS
71.8,2025-05-15,5,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,ASAHIINDIA.NS
73.1,2025-05-16,4,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,ASAHIINDIA.NS
